TIME,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Ireland,124.46,142.98,153.65,142.98,115.60,100.00,82.92,71.76,72.66,84.67,94.38,101.42,112.44,123.94,126.85,127.24,137.77,154.74,159.53
